plant	rep	VARIANTS/KB
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	1.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.7
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.7
cress	cress_1	0.6
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	4.8
cress	cress_1	0.1
cress	cress_1	0.8
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.6
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.9
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.8
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.6
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	2.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.7
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.4
cress	cress_1	0.7
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.4
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	2.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.9
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.9
cress	cress_1	0.3
cress	cress_1	0.5
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	1.4
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.6
cress	cress_1	0.3
cress	cress_1	1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	1.7
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.8
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	2.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.7
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.3
cress	cress_1	0.5
cress	cress_1	0.6
cress	cress_1	0.4
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.7
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.6
cress	cress_1	0.7
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	3.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	2.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	3.9
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.7
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	1.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	1.8
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	1.1
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	2
cress	cress_1	0.8
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.8
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.4
cress	cress_1	1.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.8
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	4.7
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.6
cress	cress_1	0.8
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.8
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	1.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	1.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.9
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	1.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	1.6
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.6
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.5
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.9
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	2.7
cress	cress_1	5.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	1.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	1.5
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.5
cress	cress_1	1.3
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.3
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	1.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.7
cress	cress_1	0.2
cress	cress_1	0.4
cress	cress_1	0.2
cress	cress_1	0.2
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.7
cress	cress_1	0.5
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.6
cress	cress_1	0.1
cress	cress_1	0.4
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.1
cress	cress_1	0.2
